AlbumId,AlbumName,AlbumReleaseDate,,,
0krEENuF77NGececgKBuMi,Happiness LTD. (PDF),8/21/07,,,
6ofdlpdPgBB0H2MMiJnoIo,Anthology,2000,,,
2ynMqSGrAPEgFS8qmCV1kv,Helen Cornelius Live From Church Street Station,11/22/17,,,
57mMUoD3TLFHuinR6krnEW,Frizzell & Friends Buddy Holly Country Tribute (Special Edition),5/26/17,,,
2Dm7QkdsXLPnA7P6Rm5FM1,My Present to You,6/8/16,,,
0HQh9LXLUtcE8GWebkb3qw,The Many Styles of Penn Pennington,10/10/13,,,
1WB8p4NvEzYYy00vQXoTtW,Still Believing In Christmas,2006,,,
7E4zqgkmlDfRANhnaWvClP,Only One in the World,9/21/12,,,
1g3btdmmUB6YWxyDawKE1J,Playlist: The Very Best Of Heather Headley,5/29/12,,,
5usAsmk8oIx5hupl5Dipsk,Audience Of One,1/13/09,,,
1zAfztyqksOZ3ooby9pEfd,In My Mind,5/22/06,,,
6KbgkuWe1Y37OgafUT5zLp,In My Mind,2006,,,
2XAzqs5VJdlYDgLBpUWqZd,Dance Vault Mixes - In My Mind,4/18/06,,,
7t3cNyHUPwJNIchIg6xVU8,This Is Who I Am,2/12/02,,,
1z4y3qmOEUohMQ9jWU3OS8,This Is Who I Am,1/13/03,,,
4Y56IzGYbx56InXhrB7T6K,Premiere Performance Plus: I Wish,9/8/09,,,
2gth22PKHRnS8K3dkpZcqY,Do You Hear What I Hear,11/24/08,,,
7CPvavDVy8mvmL0Qk4NG7s,Ride the Sky: The Very Best of 1985-1998,9/13/16,,,
5QLgXE6z3p6k5MEZf4pFDx,Live on 3 Continents,9/9/16,,,
2DsElH1BilpyF5DC2D4ZCx,Live on 3 Continents,9/9/16,,,
7vLbQcrxdTjSPqgWcpDTnh,Live on 3 Continents,9/9/16,,,
0y34e7kCiEx0IhyY4Nek8k,Live on 3 Continents,9/9/16,,,
1nXDHUBShi3SzIwakf0uY4,My God-Given Right (Track Commentary Version),5/29/15,,,
1pr111MrxAnAdRSR42PqoF,My God-Given Right (Track Commentary Version),5/29/15,,,
7zgwzncsG8sAL2Y8qLuqKk,My God-Given Right (Track Commentary Version),6/1/15,,,
4q9c1Hf7PdAKknPGkAlrSx,My God-Given Right (Track Commentary Version),6/2/15,,,
7vNadHhSzMDIPKiZjz8XH2,My God-Given Right,3/29/15,,,
7DTEgTHRbnOeow5gpgRg4D,Azusa The Next Generation 2 - Better,7/22/16,,,
6DCAqtLpV7aZedYHy7hRA1,Azusa The Next Generation,6/7/13,,,
7yoU62PnROrA0WsZrqGual,Setlist: The Very Best Of Hezekiah Walker LIVE,7/12/11,,,
36ZKkdsXITImTQwjRwNDhr,Souled Out,10/31/08,,,
716E6f5K4vHfQ6aewX5n8U,20/85 The Experience,2005,,,
4Hp0IGYoWCxfM5lEw3Y5Tt,Family Affair II - Live At Radio City Music Hall,8/20/02,,,
3Q3wbPYr3jgFok6LsGhJhF,"Presents The LFT Church Choir Recorded ""Live"" at Love Fellowship Tabernacle",1998,,,
78AS9cY1gwGnsQx8YclDGv,"Presents The LFT Church Choir Recorded ""Live"" at Love Fellowship Tabernacle",7/28/98,,,
5qlW9hKsNIvQiwXsXDlk3a,Live In Atlanta,1994,,,
3dq6sQv3YKBTwXjgzLJ7Ib,Focus on Glory,1992,,,
0RILf0HVqGJlwKSlGXuWyY,Nobody's Daughter,1/1/10,,,
6CPTpZDEmNcnDjyysxuEbW,Nobody's Daughter,4/26/10,,,
0c4zpba2xzg3ZRW0dS0UXf,Nobody's Daughter,4/27/10,,,
0ZIlM7A6pZyNhfohaWjauj,Celebrity Skin,1/1/98,,,
2KE8WCHtD8qnAxXeIzNEId,Celebrity Skin,1/1/98,,,
2Rwf2nPYZQ9aIe4QXACTC7,Live Through This,1/1/94,,,
1EvUhZU1lQ7scplQ140i6m,Live Through This,1/1/94,,,
335Wo8YySOsJdc0QV9ANvK,Pretty On The Inside,8/23/91,,,
0HnFMXNR0VSmptXswOPadR,Skinny Little Bitch,1/1/10,,,
39CwgxNGFKkuw5ZbBY99tf,Skinny Little Bitch,3/15/10,,,
3chopONx6vQ8Ky4q5xqtbR,Live - American Outlaws,5/20/16,,,
6uNWRU7kjEo9PByaWPTw9h,The Very Best Of,5/20/16,,,
3HoSFsrDuaxgwLUBpC2zUE,The Essential Highwaymen,10/26/10,,,
672EuRVfHvTL3WJ6ffcNpF,Highwayman La LÌ©gende Country,6/22/98,,,
0MsVHNUVzAoSbDuoK2y93l,The Road Goes On Forever,3/23/95,,,
4ufcHvaCvB6yjJTMdvjNmn,The Road Goes On Forever (10th Anniversary Edition),1995,,,
7ftmg3XnQcA0bzbWolYzOn,Highwayman 2,2/27/90,,,
6rFM5jHaGzwut3hGbG9pGU,Highwayman,6/17/86,,,
6ORIo4UzkLIhtTIXscK8Jy,NOW That's What I Call Country,11/24/17,,,
6tib97yN6xUTaieq5QwTVz,Classic Country,2/24/17,,,
5MUn5vec1ROaEze3JCF4Xj,The Other Side,4/28/09,,,
5FetNUHSIai1vLoRNqAlYx,Gospel Collection,3/24/09,,,
4PumF0zFm3DBZp0BitunFq,Stuck In The Past - Original Motion Picture Soundtrack,8/5/08,,,
39gmAijyTaGltKXNs5xjrZ,Looking for Lucky,8/9/05,,,
71ExPTspKRerYv03k0YUS0,Hootie & The Blowfish,3/4/03,,,
6JnEuZQG2UoxM7m3mR4c0v,"Scattered, Smothered And Covered",10/24/00,,,
3rEt5Sh8M04IIl8N11hcc0,Musical Chairs,9/15/98,,,
0lDTDJLryuCVfCYbPhrmIa,Fairweather Johnson,4/16/96,,,
5AYmpTfdv1OoASUJ5rZB7K,Cracked Rear View,7/1/94,,,
0vrN6BhZuoWlSFHgMnUDQ5,"Live: Coach House, San Juan, Capistrano, CA 12 Nov '94 (Remastered)",1994,,,
59ESy8Po64v30XSbCWgVsJ,90s Rock,12/1/17,,,
4eNcZmoigNFYGTKiWiQKod,Rock de los 90 en Ingles,10/30/17,,,
2ju1wbxv9Jp4n7rHRujfO1,90's Oldies - Rock,10/20/17,,,
2p6U9GzZQwAYNi7PewcMnx,Truth Crushed To Earth Shall Rise Again,10/22/96,,,
1rutlpOFa04j9xZXfWEijZ,Same As It Ever Was,6/24/94,,,
4S11BkiF6V6aRahsLAX9OJ,Same As It Ever Was,6/24/94,,,
2z37UnazitI7yDEF0IjE0v,House of Pain (Fine Malt Lyrics),7/21/92,,,
4ohNHaRhfYdziIX5NeYJuO,House Of Pain vs. Micky Slim (Remixes),1/1/08,,,
5LXynluvMLchYdTenrKkiP,Rhino Hi-Five: House Of Pain,8/22/06,,,
0SyWdcYaSu3NvTrzXX4UGd,NOW That's What I Call Tailgate Anthems,8/4/17,,,
4b6SONaWkcA6BEhuoxRNYi,Smash Hits The 90s,6/23/17,,,
4gejANTj11MzLHhJjy5X9Y,Smash Hits The 90s,6/23/17,,,
72HkyF48JYCSguldXUXRc5,NOW That's What I Call A Workout Throwback Edition,5/19/17,,,
3PsjiCLzK64hBTMXuTnd1x,Get Up,3/14/11,,,
31jNPw2onGBQYo7KFF0AbE,Freshman,10/26/09,,,
3G87vZBIQ1vXgb7IBowOCP,Hollywood,10/14/08,,,
2iciKVKQD4PL35IB88BT5B,Treated Tribe,5/31/14,,,
0nf45MAQqCu2JmPepO5Coc,Fresh Prince of Darkness (Deluxe Spotify Edition),3/4/14,,,
7tXJUtXheLp4E9m3BpspTM,Sessions IV ‰ÛÒ Mixed By Stanton Warriors,1/1/13,,,
76TacOCMnP0Mpu33oDgFeZ,Ouepa Ouepa (feat. Hollywood Holt) [The Freestylers Remix],9/3/12,,,
0uwb5DK4vchA9UwtmGoSEM,"Closed Sessions, Vol. 2",8/23/12,,,
2FYjYR9WV3jDjgbljzd7J4,Let's Quit,2/14/12,,,
2pf2aFmbrZ0SlmFbxQqqOr,Closed Sessions: ATX,3/15/11,,,
7kOEtUHdoZGhPIVujPgrvd,Signs,5/25/16,,,
0hFhIHj0mgdbtyjmKKn54l,Satellites,2007,,,
0ITwwyKeVcKh87ovoOfNzM,Year of the Tiger,2005,,,
1deqpOhvbDOhLhy6oTi1Aw,All On The S*X,2003,,,
1lEl5Z6teqJpf84Bwk4T7N,naÌøve: 10 Ans de Pop Rock,2008,,,
5GOsYfbEUbAKLyaXVpZSqc,Two Hearts (Japan Version),4/26/17,,,
5FnFr9sbXThpQh6Cz6N1HJ,Two Hearts,3/31/17,,,
3p4yYl4oILHK84ciA5o4XE,Someday at Christmas,10/28/16,,,
1ss9juJ9kWeVuAP1EJnmKa,Awakening,10/20/14,,,
6xwk61cCox4J9wsUrEf1Cv,Awakening,9/24/14,,,
2JHYFDV5z5zLGzRMiBBKnM,Awakening,9/19/14,,,
3uNe6WX28bwjEvQMJly1e5,Songs From The Silver Screen,10/17/12,,,
3H25H68QJBrP3XgdqhY4r3,Songs From The Silver Screen,9/28/12,,,
6c3iSmQAeZ7Tv1eW6QMZh0,Heavenly Christmas,10/28/11,,,
6uTDSc1Y9DejWIQHvBpkLb,Heavenly Christmas,10/16/12,,,
0vcXbjBGfiDyjDPv1i6gT4,Tevar (Original Motion Picture Soundtrack),12/9/14,,,
0RmJJbyUB6pttT16t80RLK,Guru Om,11/22/17,,,
4RkgQMVV5ZoyQ6AUAyAHZL,Mangleshwar Mahadav,11/7/17,,,
21HwgSSOzFfzSIhFghSt3s,President Roley,10/13/17,,,
6q2pKo9ydXM5g5SoyOB0RJ,Hattrick (feat. Yaygo Musalini),2/14/16,,,
5LGirk9nUmQKGNp53Kj6Tm,Moore Nain,6/30/15,,,
5CpazEBJI0353Qh6fjssFH,Imaginary,6/17/15,,,
13KgXUaUWcDMhVhxtnrHLr,Pilu,6/6/15,,,
41386rcge7d4uIh9h65c8K,"Let's Celebrate (From ""Tevar"")",12/5/14,,,
123nAdScNfgyeon1F4UZVW,Holi,10/17/14,,,
1wU0x31PVA2LDoyI9V4vEg,Riddle Box Oddities,11/27/15,,,
1l37NTejaOJDJPSVqFphGU,The Marvelous Missing Link: The Outtakes,10/9/15,,,
1fGNojsdj0aFEif9NdPhpD,The Marvelous Missing Link (Found),7/31/15,,,
6l64KthHkjFn1HdTay3lxh,The Marvelous Missing Link (Lost),4/28/15,,,
6ViSMQ08NFzOnuPHmT3INW,Psychopathics from Outer Space Part 2,4/1/15,,,
0gC729w9dAnz9fx4NXb6zv,The Mighty Death Pop! Box Set,4/1/15,,,
0dLqmHbmJlm5CSF4dcghfJ,House of Wax,11/14/14,,,
4cysFLZoGbGiNBQ7hLYBwz,"Forgotten Freshness, Vol. 5",10/29/13,,,
4ENGWri8DnZJBwIkHecaW7,Featuring Freshness,4/1/15,,,
0HGPaYS3SLZx0zmzPpzkUG,Best Of (Explicit Version),1/1/11,,,
2V8bqe0o2D5yBGDEsAeUJi,Irv Gotti Presents: Tales Playlist Part 2,12/1/17,,,
12SNC9Ka1RKfyPVPXyikU1,Irv Gotti Presents: Tales Playlist,7/28/17,,,
6x917jtXLT1khfKcmXq6u4,Irv Gotti Presents: Tales Playlist,7/28/17,,,
7nQXKEaWp5Mib2Ni6PJGhT,Irv Gotti Presents...The Remixes,1/1/02,,,
7drhRRmpqo9Qz9rsKz09g5,Back to School,7/31/17,,,
5PWH056YOtScBzErZitdHx,Open Door (feat. Irv Gotti) - Single,7/29/16,,,
49283KdkF2yjiZ4ySp4dGX,The Fast And The Furious Soundtrack Collection,3/27/15,,,
2YPhZpoY03WOgaF0JLjzsO,Informal Introduction: Classic Edition,9/10/14,,,
53ITXaRohUnllzMoXNbuSd,Informal Introduction OG,1/1/08,,,
3dAdilu5vv6ThGzgNwUlK3,Ashanti,1/1/02,,,
7f7Bkv9VkXil1MJZVWR5BQ,A Hot Cup of Coffee,9/28/15,,,
2EOkBAZwKamRHD22kjfT1P,Stand (in the Light),2008,,,
6ZYynOoi9YEBlSCUPE5Dlg,"Forever More (Love Songs, Hits & Duets)",4/12/99,,,
5jnR8wb5oVJHHvb8WbVtuZ,Always You,1993,,,
5gN7Im7VUNQm7sJnmdofMc,It's Real,1989,,,
28XSg8Y5N9pwKrSrMiwmbs,It's Your Night,1/1/83,,,
5hRRszeP0Kn8tLWvXDqcRC,It's Your Night,1/1/83,,,
2naqiVZQNYU7ljrrUFhIwh,James Ingram Interview with Ebony Moments (Live Interview),12/11/13,,,
5EnG53oO8iZV7OKe0WVJZl,Two Face,6/6/10,,,
7eElsiLUTkUy6UhgN4Qr5z,Soul Grooves,9/1/17,,,
7Jm9v9dmO1iVCKlKnv6lwI,Te Mooi Om Te Vergeten Vol. 5,5/5/17,,,
2t2593KG5IavSe8KYRpQjT,Back from the Edge (Japan Deluxe Edition),1/25/17,,,
281OVNHJsmCsyzrBJksB8d,Back from the Edge,10/28/16,,,
7oiJYvEJHsmYtrgviAVIBD,Back from the Edge,10/28/16,,,
7aPhRhHZri7iMe8DJ2tBsA,Back from the Edge,10/28/16,,,
029WUoBjWc7Js1QiPH3mw0,James Arthur (Deluxe),11/1/13,,,
7pzwt3MlcxBDbLwfKXpOuW,James Arthur,10/29/13,,,
2JJE8fVMj0KD3MwKt8iSgq,James Arthur,11/4/13,,,
37KhtAAkJrZ3C6KkekOTIY,Naked (CADE Remix),12/1/17,,,
6fQ1xPtYMzoBiqvSO2LcpT,Naked,11/24/17,,,
5WwAgkmGsfjvZTADoHHsj3,Sun Comes Up (Tritonal Remix),9/15/17,,,
4xFo8f4SObniOgLmCC4Q9c,Layover,7/9/17,,,
1ak0FF8lyE4XzR2ucuIJJv,Greatest Hits,10/27/14,,,
3K7kwPmFrJ7uEK5FYJcBpg,JE Heartbreak II,10/27/14,,,
1WjKpUaoWj8OO5nO7uxN9j,JE Heartbreak II (Commentary),10/27/14,,,
26vtYijoNPi2w21RojFopt,The Remedy,6/21/11,,,
2qJrAWnG14mgNGxfDUHQkT,Baby Makin' Project,1/1/07,,,
7cP5gdB2ITShjVNbueduWV,Baby Makin' Project,9/25/07,,,
4IvMEnDbqqvv3Tcres13gF,Jagged Edge,5/9/06,,,
0NM78x71WSg2md8bJNXGQl,Jagged Edge,5/9/06,,,
2GqAV0eTWlifSFIoHOnUME,Jagged Edge,5/9/06,,,
4JfdSXlg9lAAYUb8c96pPq,Mud Boggin Crew,10/28/16,,,
2We0it4EbNSm6crSHAyiGE,Tailgate Music,10/21/14,,,
4JJNBJonxuD6LICR8UBqXo,Reloaded 1,12/3/13,,,
1fdPeDF1pCecHyPX8JNKbE,Hick Hop 101,8/26/12,,,
6EquuFDUflWCLiB6Rc6dsE,Kuntry,5/17/11,,,
27pnFUst0XW7wDLJTO5E26,Mudjug (Dip In My Lip) - Single,9/27/11,,,
4smxfavZtbma0XLdYiiMA0,Tennessee Shine,8/11/17,,,
7s7anLw2PAkJv051BaNLeo,#Beast (Deluxe Edition),1/6/17,,,
1sHHdd4f4TarSZLMzQdgKB,Chrome (Remix) [feat. Jawga Boyz],11/11/16,,,
6JjXEfjVvl9GLL3JNx2gbw,Keep 'em Spinnin,11/1/16,,,
4Ohoh1i92FkWICn6ObqwvD,Something More Than Free,7/17/15,,,
1foB2t5YmfC6PxIC31g5Cp,Something More Than Free,7/17/15,,,
1x3gpcLJaZA8vkLxRa6EhH,Something More Than Free,6/17/15,,,
1OICQP3AoGHVNDQRV9aS6c,Southeastern,1/1/13,,,
0f9YXFsnwFxaQbhksDKQZ9,Southeastern,6/11/13,,,
1bg476ZQn7hmcXaU05SHV4,Southeastern,6/11/13,,,
5fwoEKtxfXe4E99Teqm4cr,Southeastern,10/7/13,,,
4wVrQGWdMGVmN9gPPjTfGG,Jason Isbell and the 400 Unit,2009,,,
5s7jyVJbkJAG7gwkjkmCOc,Sirens of the Ditch,2007,,,
74SBCMVIYFInIKW3b9j4p5,Sirens of the Ditch,7/10/07,,,
6tWFQsztwmC2iu61AWaMPw,Mixtape,6/29/15,,,
5myN22TKUSg0sdDLOyWXXA,Beer For Breakfast,3/6/12,,,
3zishJ3RgnDgj5AwyGeOW1,Jb and The Moonshine Band,7/12/10,,,
4VwUJ7DmpyauwjbM8hdsy9,When It Rains I Pour,7/18/17,,,
5MDJVNUAHsNO69kZ88MoDb,Mixtape,6/16/15,,,
7xYJfPJaDB8b1EEQq3W7LM,"Shotgun, Rifle, And A .45",5/26/15,,,
09dFeKxRrJqw11glSQe9hK,Black and White (feat. Angaleena Presley),10/21/13,,,
5xmrFjK6wrYbWqKnyEPKOA,Perfect Girl,6/16/10,,,
2weteiUe1r6MNppMZmDwqk,Mud Digger 8,6/23/17,,,
4ITyML3BgNaMh6AiV6S7lH,Country Boy's Paradise (Deluxe Edition),6/10/16,,,
7tigqrIjwGsxcR5JFi7qJu,Long Black Cadillac,5/31/17,,,
7pUPhnZYIRxAlVsCeqE0E8,Shine,5/31/17,,,
12PU5nCCo9muyGih2VXztH,American Vinyl,8/12/16,,,
1OROEPAdk4EJGGu0xgulxq,"Jesus, Jack Daniels & Me",1/19/16,,,
3VCH8LZn41P5AW6ES27iPH,Freedom Strong,5/25/15,,,
3llum94KKo2wORHhRQTInO,"Haunted America Suite: Music by Justin Raines, Lester Pack, Lon W. Chaffin & James Grant",2/10/15,,,
4OIaEKEUqmtLhSi5ah2Xfx,The Memphis Hang,5/14/08,,,
3MtzpHRKLyj4EBLWmd9M4e,Rock & Roll Time,10/24/14,,,
4V5c6qZ4Z3FesbGZaoAPT8,Rock & Roll Time,10/27/14,,,
2p86NfKaj5t73EsucmPf20,Jerry Lee Lewis: The Knox Phillips Sessions: The Unreleased Recordings,9/22/14,,,
6FulmeCjFe2NaypLWYVWbm,The Killer Live - 1964 To 1970,1/1/12,,,
2L5TJSmNclQlGgndykW8b0,Fireball: The Collection,1/1/10,,,
0QSl76NH9LNCg4KPvlXZEg,Mean Old Man,1/1/10,,,
5mGICIjI9x3bqiwGCcAZw3,Mean Old Man (18 Track Int'l Version),1/1/10,,,
2pKj4qoy0EsR0xYrHvumKU,Mean Old Man (Deluxe Edition),1/1/10,,,
3qmwefciioJ5XLVU5OIoXu,Gold,1/1/08,,,
2IT7hqzdPfLtlIoCR3q4F7,Rock N' Roll Legends (International Version),1/1/08,,,
7KdtbRSSIGD7dg4DdKYgiE,Together,1/4/16,,,
0QAUOeT76mGaqWN3wvcSoq,The Soul of a City Boy,5/5/14,,,
1WDfVzQue3i4uOJAK8pPVh,Living in Paradise,7/28/09,,,
2NlajTIf20IDvjdo1QYFEN,Lightshine,2009,,,
7HnHCzD28vhqE3shWjcKSG,Lightshine,9/22/09,,,
56RzD3Rb0zjrvZ9RTkmBC8,Songs for Christmas,10/14/08,,,
2McZwOntKl5dcmCUZa1j4K,The Highway Is for Heros,7/23/87,,,
3rBCSBqqyuKtp6Zdvy7lDt,American Dreams,12/9/78,,,
5KjiP3VsuMuToj4EgWEEq4,Love on the Wing,11/16/77,,,
4YZPVW9inTST3r4KyiJ7Ur,Jesse Colin Young on the Road,7/21/76,,,
5kbYC02DMuI1MNzO4VwUgR,Nao Feche Os Olhos,2004,,,
7uM3F5HR9YZVdZvtLMRBmM,Doismileum,2001,,,
6InJbFSlOORUt50Fjmka5n,Surf Rock ColetÌ¢nea,12/2/02,,,
3kahqOhMgpaLxgjwyoPBl2,Ultimate Collection,9/22/17,,,
1LiwNPBv2Pbhu21RQXi03e,The Complete Columbia Christmas Recordings,9/15/17,,,
775TRpkAlqlHRe4fTiNVE3,From the Vault,10/7/16,,,
0kqBkFBdBRtlppnjc61hcs,Jimmy Dean - One Last Time,3/25/16,,,
2Cb5hjY5PwIThipgz4b45a,Jimmy Dean 1957-1960,7/1/15,,,
3NI48fSbAz5h1Ib3fzATfE,Bummin' Around,1/19/15,,,
5QF9Rn6GipLwN5gbDMTCuY,Tall Tales and Songs,1/16/15,,,
2kGBhokyMyjEtpiCNsl4AM,Hymns by Jimmy Dean (Remastering 2014),12/6/14,,,
4Yrq1e4gs62hrrOHSNKGEo,Big Bad John,9/15/14,,,
6SMn9EpDMPx1ZXcZg5x44G,Big Bad John,1/21/15,,,
5KztrAgu5Q8ZbNhDyPvSxS,Notorious,1991,,,
2pkv3nrNrwtUdT8VNWwt5U,Up Your Alley,5/23/88,,,
0fWUawe7KzToS4ayZmofOE,Good Music,12/9/86,,,
2mIFpqxnoM71gHMBKlzZtM,The Hit List,1986,,,
1tyrIXW5K5wtDGkDfEe4dk,The Hit List,1990,,,
5Qf3hsqSCYz6vawDudZfZ9,Bad Reputation,1981,,,
4W6ZPZ7h5P3F9oL2Y3oN75,Bad Reputation (Remastered),2006,,,
4Uho99WhC72ab9vLrPUhsn,Live... Long Island '81,1981,,,
6fG2kqSgt8sM99iJj3keTJ,"I Love Rock 'n' Roll (Live At The New York Bottom Line, Dec 20th 1980)",1980,,,
3C20zCOVCXIb9xr0Z6wcCG,80 Totally 80s Hits,3/3/14,,,
0BCYrjKNyjIBRuH0nPcToQ,Sun Eater,11/10/14,,,
3uz3sQTOLwjGBOEtoOQFct,Demonocracy,4/10/12,,,
7htjenyrIPbtBLkjO5h98y,Live Ruination - EP,6/1/11,,,
7bZVnmBrzINGXLUBSxByZB,Ruination,7/7/09,,,
2WBHmC0uaZGypeFgvcWnsr,Genesis,7/22/08,,,
6SVG90Q4Vwc58kl43UvGGa,Doom,2005,,,
6rutu5Pvz8jLVxnZSbQvEg,Gloom - EP,6/7/11,,,
2T98he1KtTNu7mHc476vqJ,Misery Reformatory - Single,4/12/11,,,
32L92fxOYLOuFOrYonwmjG,Stay Brutal - Best Of Vol. 1,4/16/10,,,
3eXiDp3VCIq4OQV8p2PVyo,Christmas Air,10/12/17,,,
6xiL4rfXUgjqj2wDiq5RxP,John e Paul - 12 Beatles songs per due pianoforti - live,5/27/14,,,
1HRCspKjuNI3bGzZgvFU3y,Milk And Honey,1/27/84,,,
15q7N7Wo307mfjqR29NpjF,Double Fantasy Stripped Down,11/17/80,,,
1NWA2fPLUAW5df7UGI5thp,Double Fantasy,11/17/80,,,
3kYxJnL0ZW1ePbFmsbvYiN,Double Fantasy,11/17/80,,,
4D5tTcz72CXGPtzTabLTDY,Rock 'N' Roll,2/17/75,,,
3n1j9GslH8h0jIx7NRUIX4,Walls And Bridges,9/26/74,,,
2GoiwFkRtErx0CHn6zaFJu,Mind Games,10/29/73,,,
5SgeJIF8MrvVOm86sGN4bK,Sometime In New York City,6/12/72,,,
0xzaemKucrJpYhyl7TltAk,Imagine,9/9/71,,,
4aQubt6MoOwFlaVeQfpvMA,Johnny Paycheck Forever,3/28/17,,,
3RbFkJFi9Rp9SdxfGxYHFc,Take This Job & Shove It,3/16/17,,,
6jElN3CU6jmhGadnS6mBEe,The Happy Hour,3/16/17,,,
5b0ldgoVDV4jOxOYxNRzEV,The Essential-40 Country Hits,1/6/17,,,
1himZ3skEZVFCAZMh6wnLq,Song and Dance Man,6/6/16,,,
2alRUIZt78wiTxGlYbS9ss,Come Home To My Heart,3/25/16,,,
62OJQcirxaVyuyDYfFgrkW,Johnny Paycheck: The Collection,2/26/16,,,
6xEkCL0Z0lfIGVbZ8Bj8S1,Top Collection: Johnny Paycheck,9/2/15,,,
6FkqbC8f7DQp5E92VGzXx0,I'll Take That Paycheck Now,8/3/15,,,
0UuHmJRqwPN0mCtG0Buj0f,Paycheck Time,8/3/15,,,
0AtpkkFqHoZc0DQmhnSoGY,Johnny Rivera and the Tequila Brass,4/14/17,,,
2QuOloo4ttkd4SxYzgu5nT,Salsa Legends,10/16/15,,,
7cfbaUznHQV3y5Y18mitNI,El Noble De La Salsa,12/27/13,,,
1UVde5Ok6KfYsIOD6HuTn8,Dejame Intentarlo,1/1/07,,,
1Fs6ZUAsLvi1i8opOPOCcz,Paisajes De La Vida,1/1/07,,,
5Jz1p6FRUduOGAMygvByfG,Vivo Por Ti,1/1/07,,,
4lK6dAvKXfRq6bEW4C9xhy,Pura Salsa,8/1/06,,,
7wPHaKaBhYBlruGndq64gJ,Cuando PararÌÁ La Lluvia,6/25/02,,,
0sHhkFC7qkLjTufP56kGlA,Cuando PararÌÁ La Lluvia,6/19/07,,,
7mBGKxXGtfr8m6GkO8AF3H,Estoy Aqui,7/18/00,,,
2MVkFzrBEuAiIhCro8VQi3,50 Best Hits,10/6/17,,,
494bggXEcILAMjYGDAks7a,Some Greats Of Johnny Rivers,7/7/16,,,
7lzKCGq7IERHtlqjKJVd4j,Johnny Rivers At The Whisky ÌÛ-Go-Go,1/29/16,,,
59PeL8m45Ls7X83fGqXjFg,Your First and Last Love,9/5/14,,,
2KbggGIBUP3Vu6kIL48xT6,That's Rock and Roll,8/22/14,,,
1z03kYKT3jnB3pZxEZqfw7,You're The One,7/28/14,,,
0gw2tyxUsg0hiWCTlhMKAi,You're The One,5/4/15,,,
548vvR4bwwjOy4gKQZdyYI,Long Long Walk,4/3/14,,,
3gof5DIgq9TpJioeOzOxNk,Legends Gold Collection (Remastered),3/31/14,,,
3sJ3CXpnTPOjwGFVMXTbrU,Baby Come Back,3/24/14,,,
2aGFVwpZFTQXpxx9ag96cd,Right Here Right Now,8/21/15,,,
6ZRCk268ZUL9M04pyRYsSA,Right Here Right Now,8/21/15,,,
7eBqgAD4qzuvHIfuHLLK8I,"Right Here, Right Now - Track By Track Commentary",7/27/15,,,
493cZBXesSA3z8UBKkwjQi,Battlefield,8/12/09,,,
5rIieyO35qlrr6W0eS9y8d,Battlefield,2009,,,
73ETJQp0YNlSYksJLN5aOx,Battlefield,7/21/09,,,
1ji0b2gTyx4VYtkrbc3XJt,Battlefield,7/20/09,,,
6JCNOvp9UeMrFuXwNW0JW6,Jordin Sparks,10/29/07,,,
6uADeQqYkdZqctA1AO6riB,Jordin Sparks,11/19/07,,,
3SR9XT8f7LEUDcMFZO4wPd,Jordin Sparks,11/19/07,,,
7tolyIRDu3RfQDoo4YWHrE,Love Songs,1/22/16,,,
6MemBU0KSDpnWnOi95b086,Free,10/29/15,,,
5na2JECimX5jeasP3fx2Wm,Free,10/30/15,,,
31HE4b96yCz3TDgl0kvttx,Greatest Moments Of,12/1/15,,,
6aHOdwwH5fdQD4VE8mMsxZ,Living My Dream,6/24/14,,,
1BV29carszcYwcErOKHpit,Living My Dream,9/6/14,,,
3XxdP689fpdYvJSEATBvpD,Merry Christmas to You,9/30/13,,,
1chwZCxfDmQIOMbyFPyP8E,Grace and Mercy,3/9/12,,,
3YLjbaPJVX2xk6UV8QzCJB,Grace and Mercy,9/25/12,,,
3FfZfSqPjwuf3qDEsGseaF,Early Butler,1/1/11,,,
49LmTpAbIQKfDhNmmtCaD9,Shine,1/1/07,,,
2U5MjSQ07NGHV7rCLfSU6G,Shine,9/25/07,,,
6E1sb21vETl0q6UHyJbgLz,Shine,9/25/07,,,
07QWmJo37pBaaYOEt1vNu9,Shine,9/25/07,,,
6YzkbMCzwf0CEkVWSx6rkN,Shine [Standard Jewel - Parts Order Only],9/25/07,,,
6vxU4GMNZCktb79R76abGb,Travelogue,2002,,,
2zK66VRY3rDGDuZcGvRJdZ,Both Sides Now,3/20/00,,,
4YijzwtAqIRGtNiN4cB2aO,Taming The Tiger,9/29/98,,,
0m5E4LzAWRkdAPbWGHax0Q,Turbulent Indigo,10/25/94,,,
58eSrybTtZMVNaZWt2f1rP,Night Ride Home,2/19/91,,,
0c1HDc2KMD3Q2kntMMXQ1G,Everybody Loves a Cowboy,10/10/12,,,
5ctMUwTImzqnQeKO4rPHFi,Live at Billy Bob's Texas,10/19/10,,,
04V1AGY0z9TZ1466Vm1KlZ,Don't Let Go,1/1/07,,,
2XV42TewZYF1ktuhDy9D9I,Juice Newton Live,6/2/17,,,
0yRbCLVZf9g8rgwVtU9Hlo,Juice Newton Forever,4/24/17,,,
4Y1LvA0VKJfA0rVC9OMPNL,Duets,4/12/17,,,
